State,District,Date,Year,Month,Avg_rainfall,Agency_name
Bihar,Khagaria,2021-04-26,2021,04,0.0,IMD GRID MODEL
Bihar,Khagaria,2021-04-30,2021,04,0.104949844,IMD GRID MODEL
Bihar,Khagaria,2021-05-07,2021,05,0.731288655,IMD GRID MODEL
Bihar,Khagaria,2021-05-18,2021,05,0.10634359,IMD GRID MODEL
Bihar,Khagaria,2021-05-20,2021,05,0.091897726,IMD GRID MODEL
Bihar,Khagaria,2021-05-21,2021,05,23.63785376,IMD GRID MODEL
Bihar,Khagaria,2021-05-22,2021,05,13.55973347,IMD GRID MODEL
Bihar,Khagaria,2021-05-23,2021,05,0.0,IMD GRID MODEL
Bihar,Khagaria,2021-05-28,2021,05,62.07646275,IMD GRID MODEL
Bihar,Khagaria,2021-06-13,2021,06,37.07672349,IMD GRID MODEL
Bihar,Khagaria,2021-06-14,2021,06,28.14595479,IMD GRID MODEL
Bihar,Khagaria,2021-06-16,2021,06,29.89207161,IMD GRID MODEL
Bihar,Khagaria,2021-06-18,2021,06,1.216764756,IMD GRID MODEL
Bihar,Khagaria,2021-06-21,2021,06,49.19279807,IMD GRID MODEL
Bihar,Khagaria,2021-06-25,2021,06,3.830648684,IMD GRID MODEL
Bihar,Khagaria,2021-06-27,2021,06,14.47563059,IMD GRID MODEL
Bihar,Khagaria,2021-07-11,2021,07,7.139711384,IMD GRID MODEL
Bihar,Khagaria,2021-07-22,2021,07,0.091897726,IMD GRID MODEL
Bihar,Khagaria,2021-07-23,2021,07,0.023280125,IMD GRID MODEL
Bihar,Khagaria,2021-07-26,2021,07,3.499239169,IMD GRID MODEL
Bihar,Khagaria,2021-07-28,2021,07,0.733771232,IMD GRID MODEL
Bihar,Khagaria,2021-07-29,2021,07,10.77757554,IMD GRID MODEL
Bihar,Khagaria,2021-08-08,2021,08,3.363890569,IMD GRID MODEL
Bihar,Khagaria,2021-08-10,2021,08,6.976584896,IMD GRID MODEL
Bihar,Khagaria,2021-08-16,2021,08,0.006167412,IMD GRID MODEL
Bihar,Khagaria,2021-08-20,2021,08,1.932801504,IMD GRID MODEL
Bihar,Khagaria,2021-08-24,2021,08,11.21912424,IMD GRID MODEL
Bihar,Khagaria,2021-08-28,2021,08,1.524192054,IMD GRID MODEL
Bihar,Khagaria,2021-08-29,2021,08,2.75757582,IMD GRID MODEL
Bihar,Khagaria,2021-08-30,2021,08,2.387087928,IMD GRID MODEL
Bihar,Khagaria,2021-09-06,2021,09,0.331136029,IMD GRID MODEL
Bihar,Khagaria,2021-09-08,2021,09,8.489124192,IMD GRID MODEL
Bihar,Khagaria,2021-09-11,2021,09,14.49957389,IMD GRID MODEL
Bihar,Khagaria,2021-09-15,2021,09,7.874916245,IMD GRID MODEL
Bihar,Khagaria,2021-09-18,2021,09,3.532800851,IMD GRID MODEL
Bihar,Khagaria,2021-09-24,2021,09,1.906536467,IMD GRID MODEL
Bihar,Khagaria,2021-10-10,2021,10,0.0,IMD GRID MODEL
Bihar,Khagaria,2021-10-11,2021,10,0.0,IMD GRID MODEL
Bihar,Khagaria,2021-10-12,2021,10,0.0,IMD GRID MODEL
Bihar,Khagaria,2021-10-21,2021,10,52.20765878,IMD GRID MODEL
Bihar,Khagaria,2021-10-25,2021,10,0.0,IMD GRID MODEL
Bihar,Khagaria,2021-11-02,2021,11,0.0,IMD GRID MODEL
Bihar,Khagaria,2021-11-22,2021,11,0.0,IMD GRID MODEL
Bihar,Khagaria,2021-11-26,2021,11,0.0,IMD GRID MODEL
Bihar,Khagaria,2021-11-30,2021,11,0.0,IMD GRID MODEL
Bihar,Khagaria,2021-12-01,2021,12,0.0,IMD GRID MODEL
Bihar,Khagaria,2021-12-02,2021,12,0.0,IMD GRID MODEL
Bihar,Khagaria,2021-12-12,2021,12,0.0,IMD GRID MODEL
Bihar,Khagaria,2021-12-13,2021,12,0.0,IMD GRID MODEL
Bihar,Khagaria,2021-12-23,2021,12,0.0,IMD GRID MODEL
Bihar,Khagaria,2021-12-30,2021,12,12.78194611,IMD GRID MODEL
Bihar,Khagaria,2021-12-31,2021,12,0.0,IMD GRID MODEL
Bihar,Kishanganj,2021-01-01,2021,01,0.0,IMD GRID MODEL
Bihar,Kishanganj,2021-01-02,2021,01,0.0,IMD GRID MODEL
Bihar,Kishanganj,2021-01-07,2021,01,0.0,IMD GRID MODEL
Bihar,Kishanganj,2021-01-11,2021,01,0.0,IMD GRID MODEL
Bihar,Kishanganj,2021-01-20,2021,01,0.0,IMD GRID MODEL
Bihar,Kishanganj,2021-01-22,2021,01,0.0,IMD GRID MODEL
Bihar,Kishanganj,2021-01-27,2021,01,0.0,IMD GRID MODEL
Bihar,Kishanganj,2021-02-02,2021,02,0.0,IMD GRID MODEL
Bihar,Kishanganj,2021-02-07,2021,02,0.0,IMD GRID MODEL
Bihar,Kishanganj,2021-02-20,2021,02,0.0,IMD GRID MODEL
Bihar,Kishanganj,2021-02-26,2021,02,0.645905811,IMD GRID MODEL
Bihar,Kishanganj,2021-02-28,2021,02,0.303655441,IMD GRID MODEL
Bihar,Kishanganj,2021-03-03,2021,03,0.0,IMD GRID MODEL
Bihar,Kishanganj,2021-03-04,2021,03,0.0,IMD GRID MODEL
Bihar,Kishanganj,2021-03-11,2021,03,8.695236881,IMD GRID MODEL
Bihar,Kishanganj,2021-03-19,2021,03,0.0,IMD GRID MODEL
Bihar,Kishanganj,2021-03-29,2021,03,0.0,IMD GRID MODEL
Bihar,Kishanganj,2021-03-30,2021,03,0.0,IMD GRID MODEL
Bihar,Kishanganj,2021-04-02,2021,04,0.0,IMD GRID MODEL
Bihar,Kishanganj,2021-04-05,2021,04,0.0,IMD GRID MODEL
Bihar,Kishanganj,2021-04-09,2021,04,0.0,IMD GRID MODEL
Bihar,Kishanganj,2021-04-11,2021,04,0.074562438,IMD GRID MODEL
Bihar,Kishanganj,2021-04-16,2021,04,0.0,IMD GRID MODEL
Bihar,Kishanganj,2021-04-29,2021,04,0.0,IMD GRID MODEL
Bihar,Kishanganj,2021-05-03,2021,05,0.0,IMD GRID MODEL
Bihar,Kishanganj,2021-05-05,2021,05,0.0,IMD GRID MODEL
Bihar,Kishanganj,2021-05-12,2021,05,4.064804024,IMD GRID MODEL
Bihar,Kishanganj,2021-05-14,2021,05,0.02684294,IMD GRID MODEL
Bihar,Kishanganj,2021-05-18,2021,05,2.665343187,IMD GRID MODEL
Bihar,Kishanganj,2021-05-19,2021,05,0.4846674,IMD GRID MODEL
Bihar,Kishanganj,2021-05-23,2021,05,0.0,IMD GRID MODEL
Bihar,Kishanganj,2021-06-04,2021,06,0.0,IMD GRID MODEL
Bihar,Kishanganj,2021-06-10,2021,06,0.017522635,IMD GRID MODEL
Bihar,Kishanganj,2021-06-13,2021,06,10.8447463,IMD GRID MODEL
Bihar,Kishanganj,2021-06-17,2021,06,14.83513934,IMD GRID MODEL
Bihar,Kishanganj,2021-06-23,2021,06,5.99033197,IMD GRID MODEL
Bihar,Kishanganj,2021-07-02,2021,07,56.17843892,IMD GRID MODEL
Bihar,Kishanganj,2021-07-21,2021,07,1.469344608,IMD GRID MODEL
Bihar,Kishanganj,2021-07-29,2021,07,11.59384141,IMD GRID MODEL
Bihar,Kishanganj,2021-08-01,2021,08,24.59561203,IMD GRID MODEL
Bihar,Kishanganj,2021-08-04,2021,08,9.972777244,IMD GRID MODEL
Bihar,Kishanganj,2021-08-12,2021,08,75.83217712,IMD GRID MODEL
Bihar,Kishanganj,2021-08-20,2021,08,52.80597576,IMD GRID MODEL
Bihar,Kishanganj,2021-08-25,2021,08,8.103686511,IMD GRID MODEL
Bihar,Kishanganj,2021-08-26,2021,08,46.94503176,IMD GRID MODEL
Bihar,Kishanganj,2021-08-27,2021,08,34.23442098,IMD GRID MODEL
Bihar,Kishanganj,2021-08-28,2021,08,66.67901656,IMD GRID MODEL
Bihar,Kishanganj,2021-09-04,2021,09,15.51637592,IMD GRID MODEL
Bihar,Kishanganj,2021-09-23,2021,09,0.149501385,IMD GRID MODEL
Bihar,Kishanganj,2021-09-24,2021,09,0.0,IMD GRID MODEL
Bihar,Kishanganj,2021-09-28,2021,09,2.272146698,IMD GRID MODEL
Bihar,Kishanganj,2021-09-30,2021,09,0.480597136,IMD GRID MODEL
Bihar,Kishanganj,2021-10-13,2021,10,0.0,IMD GRID MODEL
Bihar,Kishanganj,2021-10-23,2021,10,5.57865859,IMD GRID MODEL
Bihar,Kishanganj,2021-11-08,2021,11,0.0,IMD GRID MODEL
Bihar,Kishanganj,2021-11-14,2021,11,0.0,IMD GRID MODEL
Bihar,Kishanganj,2021-11-21,2021,11,0.0,IMD GRID MODEL
Bihar,Kishanganj,2021-11-29,2021,11,0.0,IMD GRID MODEL
Bihar,Kishanganj,2021-12-03,2021,12,0.0,IMD GRID MODEL
Bihar,Kishanganj,2021-12-05,2021,12,0.0,IMD GRID MODEL
Bihar,Kishanganj,2021-12-07,2021,12,0.038686581,IMD GRID MODEL
Bihar,Kishanganj,2021-12-11,2021,12,0.0,IMD GRID MODEL
Bihar,Kishanganj,2021-12-14,2021,12,0.0,IMD GRID MODEL
Bihar,Kishanganj,2021-12-18,2021,12,0.0,IMD GRID MODEL
Bihar,Kishanganj,2021-12-25,2021,12,0.0,IMD GRID MODEL
Bihar,Kishanganj,2021-12-31,2021,12,0.0,IMD GRID MODEL
Bihar,Lakhisarai,2021-01-03,2021,01,0.0,IMD GRID MODEL
Bihar,Lakhisarai,2021-01-04,2021,01,0.0,IMD GRID MODEL
Bihar,Lakhisarai,2021-01-31,2021,01,0.0,IMD GRID MODEL
Bihar,Lakhisarai,2021-02-06,2021,02,0.0,IMD GRID MODEL
Bihar,Lakhisarai,2021-02-09,2021,02,0.0,IMD GRID MODEL
